,time,power in kW
2020-08-01,00:15:00,81.256
2020-08-01,00:30:00,77.58
2020-08-01,00:45:00,76.224
2020-08-01,01:00:00,72.208
2020-08-01,01:15:00,68.532
2020-08-01,01:30:00,65.916
2020-08-01,01:45:00,65.156
2020-08-01,02:00:00,63.884
2020-08-01,02:15:00,61.552
2020-08-01,02:30:00,61.768
2020-08-01,02:45:00,59.94
2020-08-01,03:00:00,61.736
2020-08-01,03:15:00,59.768
2020-08-01,03:30:00,58.324
2020-08-01,03:45:00,58.932
2020-08-01,04:00:00,59.732
2020-08-01,04:15:00,59.8
2020-08-01,04:30:00,58.608
2020-08-01,04:45:00,58.9
2020-08-01,05:00:00,58.916
2020-08-01,05:15:00,58.756
2020-08-01,05:30:00,63.736
2020-08-01,05:45:00,63.152
2020-08-01,06:00:00,63.568
2020-08-01,06:15:00,67.696
2020-08-01,06:30:00,70.836
2020-08-01,06:45:00,76.832
2020-08-01,07:00:00,81.632
2020-08-01,07:15:00,90.176
2020-08-01,07:30:00,93.88
2020-08-01,07:45:00,93.64
2020-08-01,08:00:00,98.492
2020-08-01,08:15:00,96.632
2020-08-01,08:30:00,100.508
2020-08-01,08:45:00,107.984
2020-08-01,09:00:00,112.676
2020-08-01,09:15:00,119.652
2020-08-01,09:30:00,123.736
2020-08-01,09:45:00,124.1
2020-08-01,10:00:00,123.428
2020-08-01,10:15:00,124.916
2020-08-01,10:30:00,122.18
2020-08-01,10:45:00,121.444
2020-08-01,11:00:00,122.792
2020-08-01,11:15:00,124.94
2020-08-01,11:30:00,126.632
2020-08-01,11:45:00,129.772
2020-08-01,12:00:00,130.18
2020-08-01,12:15:00,132.56
2020-08-01,12:30:00,134.624
2020-08-01,12:45:00,138.272
2020-08-01,13:00:00,131.828
2020-08-01,13:15:00,127.18
2020-08-01,13:30:00,126.024
2020-08-01,13:45:00,118.356
2020-08-01,14:00:00,127.096
2020-08-01,14:15:00,130.3
2020-08-01,14:30:00,125.748
2020-08-01,14:45:00,128.58
2020-08-01,15:00:00,135.616
2020-08-01,15:15:00,122.352
2020-08-01,15:30:00,122.328
2020-08-01,15:45:00,122.908
2020-08-01,16:00:00,123.132
2020-08-01,16:15:00,117.92
2020-08-01,16:30:00,116.796
2020-08-01,16:45:00,122.496
2020-08-01,17:00:00,121.1
2020-08-01,17:15:00,126.532
2020-08-01,17:30:00,129.876
2020-08-01,17:45:00,123.096
2020-08-01,18:00:00,122.536
2020-08-01,18:15:00,124.46
