,time,power in kW
2020-02-01,00:15:00,90.66
2020-02-01,00:30:00,86.624
2020-02-01,00:45:00,85.164
2020-02-01,01:00:00,79.956
2020-02-01,01:15:00,70.932
2020-02-01,01:30:00,71.16
2020-02-01,01:45:00,72.464
2020-02-01,02:00:00,67.424
2020-02-01,02:15:00,68.904
2020-02-01,02:30:00,64.188
2020-02-01,02:45:00,64.812
2020-02-01,03:00:00,66.152
2020-02-01,03:15:00,63.24
2020-02-01,03:30:00,61.792
2020-02-01,03:45:00,62.372
2020-02-01,04:00:00,60.916
2020-02-01,04:15:00,62.68
2020-02-01,04:30:00,62.176
2020-02-01,04:45:00,63.252
2020-02-01,05:00:00,64.388
2020-02-01,05:15:00,65.352
2020-02-01,05:30:00,65.724
2020-02-01,05:45:00,71.868
2020-02-01,06:00:00,70.836
2020-02-01,06:15:00,70.156
2020-02-01,06:30:00,75.876
2020-02-01,06:45:00,86.004
2020-02-01,07:00:00,105.456
2020-02-01,07:15:00,105.364
2020-02-01,07:30:00,109.424
2020-02-01,07:45:00,115.056
2020-02-01,08:00:00,129.804
2020-02-01,08:15:00,129.392
2020-02-01,08:30:00,146.464
2020-02-01,08:45:00,146.584
2020-02-01,09:00:00,146.36
2020-02-01,09:15:00,154.54
2020-02-01,09:30:00,162.916
2020-02-01,09:45:00,165.504
2020-02-01,10:00:00,167.46
2020-02-01,10:15:00,172.864
2020-02-01,10:30:00,174.28
2020-02-01,10:45:00,164.684
2020-02-01,11:00:00,175.872
2020-02-01,11:15:00,178.568
2020-02-01,11:30:00,173.376
2020-02-01,11:45:00,181.3
2020-02-01,12:00:00,180.756
2020-02-01,12:15:00,188.716
2020-02-01,12:30:00,183.744
2020-02-01,12:45:00,190.992
2020-02-01,13:00:00,191.372
2020-02-01,13:15:00,187.068
2020-02-01,13:30:00,177.368
2020-02-01,13:45:00,180.52
2020-02-01,14:00:00,170.672
2020-02-01,14:15:00,169.476
2020-02-01,14:30:00,169.52
2020-02-01,14:45:00,168.592
2020-02-01,15:00:00,183.768
2020-02-01,15:15:00,174.484
2020-02-01,15:30:00,164.88
2020-02-01,15:45:00,173.708
2020-02-01,16:00:00,163.384
2020-02-01,16:15:00,167.288
