,time,power in kW
2020-07-01,00:15:00,70.564
2020-07-01,00:30:00,67.312
2020-07-01,00:45:00,65.276
2020-07-01,01:00:00,63.52
2020-07-01,01:15:00,59.692
2020-07-01,01:30:00,58.336
2020-07-01,01:45:00,54.968
2020-07-01,02:00:00,53.656
2020-07-01,02:15:00,54.056
2020-07-01,02:30:00,53.628
2020-07-01,02:45:00,53.996
2020-07-01,03:00:00,54.88
2020-07-01,03:15:00,53.464
2020-07-01,03:30:00,54.06
2020-07-01,03:45:00,53.892
2020-07-01,04:00:00,55.66
2020-07-01,04:15:00,54.948
2020-07-01,04:30:00,53.844
2020-07-01,04:45:00,55.712
2020-07-01,05:00:00,62.436
2020-07-01,05:15:00,63.5
2020-07-01,05:30:00,68.76
2020-07-01,05:45:00,69.316
2020-07-01,06:00:00,68.576
2020-07-01,06:15:00,80.964
2020-07-01,06:30:00,86.456
2020-07-01,06:45:00,101.48
2020-07-01,07:00:00,102.548
2020-07-01,07:15:00,105.048
2020-07-01,07:30:00,97.348
2020-07-01,07:45:00,94.044
2020-07-01,08:00:00,100.156
2020-07-01,08:15:00,100.36
2020-07-01,08:30:00,98.392
2020-07-01,08:45:00,101.512
2020-07-01,09:00:00,101.184
2020-07-01,09:15:00,102.264
2020-07-01,09:30:00,99.228
2020-07-01,09:45:00,96.692
2020-07-01,10:00:00,98.336
2020-07-01,10:15:00,102.528
2020-07-01,10:30:00,106.68
2020-07-01,10:45:00,103.84
2020-07-01,11:00:00,100.092
2020-07-01,11:15:00,102.492
2020-07-01,11:30:00,104.528
2020-07-01,11:45:00,114.36
2020-07-01,12:00:00,111.704
2020-07-01,12:15:00,108.476
2020-07-01,12:30:00,109.668
2020-07-01,12:45:00,116.756
2020-07-01,13:00:00,113.236
2020-07-01,13:15:00,108.112
2020-07-01,13:30:00,107.404
2020-07-01,13:45:00,106.708
2020-07-01,14:00:00,108.112
2020-07-01,14:15:00,105.972
2020-07-01,14:30:00,104.072
2020-07-01,14:45:00,101.196
2020-07-01,15:00:00,101.64
2020-07-01,15:15:00,110.012
2020-07-01,15:30:00,105.48
2020-07-01,15:45:00,104.392
2020-07-01,16:00:00,109.256
2020-07-01,16:15:00,108.744
2020-07-01,16:30:00,110.412
2020-07-01,16:45:00,108.728
2020-07-01,17:00:00,114.108
2020-07-01,17:15:00,115.568
2020-07-01,17:30:00,111.836
2020-07-01,17:45:00,116.312
2020-07-01,18:00:00,119.908
2020-07-01,18:15:00,119.412
2020-07-01,18:30:00,125.52
2020-07-01,18:45:00,129.96
2020-07-01,19:00:00,133.8
2020-07-01,19:15:00,132.82
2020-07-01,19:30:00,133.62
2020-07-01,19:45:00,129.9
2020-07-01,20:00:00,142.312
2020-07-01,20:15:00,136.58
2020-07-01,20:30:00,127.368
2020-07-01,20:45:00,118.788
2020-07-01,21:00:00,121.556
2020-07-01,21:15:00,122.352
2020-07-01,21:30:00,123.532
2020-07-01,21:45:00,110.36
2020-07-01,22:00:00,118.376
2020-07-01,22:15:00,116.328
2020-07-01,22:30:00,111.952
2020-07-01,22:45:00,112.496
2020-07-01,23:00:00,102.688
2020-07-01,23:15:00,91.34
2020-07-01,23:30:00,87.368
2020-07-01,23:45:00,82.616
2020-07-01,00:00:00,76.872
2020-07-02,00:15:00,71.036
2020-07-02,00:30:00,71.468
2020-07-02,00:45:00,63.676
2020-07-02,01:00:00,62.324
2020-07-02,01:15:00,58.9
2020-07-02,01:30:00,56.796
2020-07-02,01:45:00,56.364
2020-07-02,02:00:00,56.344
2020-07-02,02:15:00,55.368
2020-07-02,02:30:00,54.416
2020-07-02,02:45:00,55.276
2020-07-02,03:00:00,53.9
2020-07-02,03:15:00,53.628
2020-07-02,03:30:00,53.108
2020-07-02,03:45:00,51.772
2020-07-02,04:00:00,54.88
2020-07-02,04:15:00,57.696
2020-07-02,04:30:00,56.728
2020-07-02,04:45:00,59.996
2020-07-02,05:00:00,62.308
2020-07-02,05:15:00,64.0
2020-07-02,05:30:00,65.788
2020-07-02,05:45:00,72.96
2020-07-02,06:00:00,69.808
2020-07-02,06:15:00,79.216
2020-07-02,06:30:00,87.844
2020-07-02,06:45:00,93.012
2020-07-02,07:00:00,108.928
2020-07-02,07:15:00,94.82
2020-07-02,07:30:00,99.928
2020-07-02,07:45:00,98.744
2020-07-02,08:00:00,101.228
2020-07-02,08:15:00,98.396
2020-07-02,08:30:00,104.896
2020-07-02,08:45:00,99.528
2020-07-02,09:00:00,96.152
2020-07-02,09:15:00,103.14
2020-07-02,09:30:00,97.008
2020-07-02,09:45:00,96.856
2020-07-02,10:00:00,92.812
2020-07-02,10:15:00,95.548
2020-07-02,10:30:00,102.96
2020-07-02,10:45:00,102.164
2020-07-02,11:00:00,102.6
2020-07-02,11:15:00,103.92
2020-07-02,11:30:00,104.62
2020-07-02,11:45:00,107.6
2020-07-02,12:00:00,111.684
2020-07-02,12:15:00,111.224
2020-07-02,12:30:00,113.72
2020-07-02,12:45:00,107.264
2020-07-02,13:00:00,109.284
2020-07-02,13:15:00,110.0
2020-07-02,13:30:00,108.108
2020-07-02,13:45:00,104.76
2020-07-02,14:00:00,108.72
2020-07-02,14:15:00,104.988
2020-07-02,14:30:00,104.436
2020-07-02,14:45:00,107.0
2020-07-02,15:00:00,101.872
2020-07-02,15:15:00,100.26
2020-07-02,15:30:00,104.216
2020-07-02,15:45:00,104.988
2020-07-02,16:00:00,103.7
2020-07-02,16:15:00,107.832
2020-07-02,16:30:00,110.196
2020-07-02,16:45:00,109.496
2020-07-02,17:00:00,107.82
2020-07-02,17:15:00,109.556
2020-07-02,17:30:00,110.408
2020-07-02,17:45:00,121.36
2020-07-02,18:00:00,123.404
2020-07-02,18:15:00,126.06
2020-07-02,18:30:00,130.368
2020-07-02,18:45:00,125.268
2020-07-02,19:00:00,126.724
2020-07-02,19:15:00,131.744
2020-07-02,19:30:00,130.284
2020-07-02,19:45:00,126.096
2020-07-02,20:00:00,129.828
2020-07-02,20:15:00,132.012
2020-07-02,20:30:00,128.372
2020-07-02,20:45:00,127.768
2020-07-02,21:00:00,128.324
2020-07-02,21:15:00,124.804
2020-07-02,21:30:00,119.128
2020-07-02,21:45:00,116.704
2020-07-02,22:00:00,121.388
2020-07-02,22:15:00,119.56
2020-07-02,22:30:00,117.812
2020-07-02,22:45:00,114.104
2020-07-02,23:00:00,108.788
2020-07-02,23:15:00,102.248
2020-07-02,23:30:00,92.08
2020-07-02,23:45:00,86.488
2020-07-02,00:00:00,81.196
2020-07-03,00:15:00,73.648
2020-07-03,00:30:00,68.592
2020-07-03,00:45:00,65.604
2020-07-03,01:00:00,62.572
2020-07-03,01:15:00,61.22
2020-07-03,01:30:00,59.412
2020-07-03,01:45:00,56.156
2020-07-03,02:00:00,56.696
2020-07-03,02:15:00,54.9
2020-07-03,02:30:00,54.408
2020-07-03,02:45:00,53.316
2020-07-03,03:00:00,54.264
2020-07-03,03:15:00,53.792
2020-07-03,03:30:00,55.112
2020-07-03,03:45:00,53.956
2020-07-03,04:00:00,56.264
