,time,power in kW
2020-05-07,15:45:00,172.608
2020-05-07,16:00:00,161.316
2020-05-07,16:15:00,176.296
2020-05-07,16:30:00,172.796
2020-05-07,16:45:00,200.368
2020-05-07,17:00:00,202.336
2020-05-07,17:15:00,199.252
2020-05-07,17:30:00,204.716
2020-05-07,17:45:00,187.168
2020-05-07,18:00:00,175.608
2020-05-07,18:15:00,179.548
2020-05-07,18:30:00,144.168
2020-05-07,18:45:00,115.856
2020-05-07,19:00:00,103.552
2020-05-07,19:15:00,90.488
2020-05-07,19:30:00,91.22
2020-05-07,19:45:00,91.812
2020-05-07,20:00:00,102.656
2020-05-07,20:15:00,93.676
2020-05-07,20:30:00,104.072
2020-05-07,20:45:00,93.552
2020-05-07,21:00:00,88.74
2020-05-07,21:15:00,90.58
2020-05-07,21:30:00,117.468
2020-05-07,21:45:00,107.432
2020-05-07,22:00:00,64.068
2020-05-07,22:15:00,88.628
2020-05-07,22:30:00,88.988
2020-05-07,22:45:00,87.172
2020-05-07,23:00:00,73.528
2020-05-07,23:15:00,60.256
2020-05-07,23:30:00,64.792
2020-05-07,23:45:00,58.612
2020-05-07,00:00:00,47.7
2020-05-08,00:15:00,52.248
2020-05-08,00:30:00,52.64
2020-05-08,00:45:00,53.088
2020-05-08,01:00:00,54.588
2020-05-08,01:15:00,55.724
2020-05-08,01:30:00,55.4
2020-05-08,01:45:00,51.644
2020-05-08,02:00:00,49.448
2020-05-08,02:15:00,49.72
2020-05-08,02:30:00,42.2
2020-05-08,02:45:00,50.744
2020-05-08,03:00:00,50.352
2020-05-08,03:15:00,44.308
2020-05-08,03:30:00,45.396
2020-05-08,03:45:00,50.86
2020-05-08,04:00:00,54.36
2020-05-08,04:15:00,51.468
2020-05-08,04:30:00,50.22
2020-05-08,04:45:00,61.58
2020-05-08,05:00:00,57.532
2020-05-08,05:15:00,63.792
2020-05-08,05:30:00,60.404
2020-05-08,05:45:00,59.416
2020-05-08,06:00:00,70.664
2020-05-08,06:15:00,66.256
2020-05-08,06:30:00,36.604
2020-05-08,06:45:00,58.7
2020-05-08,07:00:00,35.224
2020-05-08,07:15:00,65.112
2020-05-08,07:30:00,81.64
2020-05-08,07:45:00,92.184
2020-05-08,08:00:00,111.208
2020-05-08,08:15:00,99.636
2020-05-08,08:30:00,144.98
2020-05-08,08:45:00,156.04
2020-05-08,09:00:00,185.072
2020-05-08,09:15:00,174.132
2020-05-08,09:30:00,142.592
2020-05-08,09:45:00,164.2
2020-05-08,10:00:00,180.428
2020-05-08,10:15:00,192.944
2020-05-08,10:30:00,209.82
2020-05-08,10:45:00,190.476
2020-05-08,11:00:00,204.744
2020-05-08,11:15:00,211.216
2020-05-08,11:30:00,221.632
2020-05-08,11:45:00,191.884
2020-05-08,12:00:00,201.148
2020-05-08,12:15:00,173.34
2020-05-08,12:30:00,144.732
2020-05-08,12:45:00,163.02
2020-05-08,13:00:00,167.876
2020-05-08,13:15:00,158.608
2020-05-08,13:30:00,154.096
2020-05-08,13:45:00,158.188
2020-05-08,14:00:00,158.192
2020-05-08,14:15:00,140.208
2020-05-08,14:30:00,162.488
2020-05-08,14:45:00,172.444
2020-05-08,15:00:00,186.036
2020-05-08,15:15:00,127.12
2020-05-08,15:30:00,119.288
2020-05-08,15:45:00,113.152
2020-05-08,16:00:00,114.724
2020-05-08,16:15:00,143.528
2020-05-08,16:30:00,144.192
2020-05-08,16:45:00,174.504
2020-05-08,17:00:00,172.9
2020-05-08,17:15:00,170.396
2020-05-08,17:30:00,154.876
2020-05-08,17:45:00,186.804
2020-05-08,18:00:00,153.24
2020-05-08,18:15:00,129.26
2020-05-08,18:30:00,124.248
2020-05-08,18:45:00,120.512
2020-05-08,19:00:00,125.02
2020-05-08,19:15:00,72.132
2020-05-08,19:30:00,97.236
2020-05-08,19:45:00,61.796
2020-05-08,20:00:00,81.832
2020-05-08,20:15:00,68.436
2020-05-08,20:30:00,91.904
2020-05-08,20:45:00,94.324
2020-05-08,21:00:00,77.316
2020-05-08,21:15:00,67.568
2020-05-08,21:30:00,78.908
2020-05-08,21:45:00,87.584
2020-05-08,22:00:00,61.336
2020-05-08,22:15:00,75.804
2020-05-08,22:30:00,78.744
2020-05-08,22:45:00,43.984
2020-05-08,23:00:00,60.344
2020-05-08,23:15:00,69.02
2020-05-08,23:30:00,60.344
2020-05-08,23:45:00,51.012
2020-05-08,00:00:00,52.22
2020-05-09,00:15:00,74.064
2020-05-09,00:30:00,74.736
2020-05-09,00:45:00,59.664
2020-05-09,01:00:00,72.064
2020-05-09,01:15:00,63.216
2020-05-09,01:30:00,61.82
2020-05-09,01:45:00,62.72
2020-05-09,02:00:00,55.668
2020-05-09,02:15:00,66.808
2020-05-09,02:30:00,58.936
2020-05-09,02:45:00,65.052
2020-05-09,03:00:00,67.768
2020-05-09,03:15:00,68.252
2020-05-09,03:30:00,60.448
2020-05-09,03:45:00,59.884
2020-05-09,04:00:00,61.508
2020-05-09,04:15:00,64.344
2020-05-09,04:30:00,57.772
2020-05-09,04:45:00,66.564
2020-05-09,05:00:00,72.408
2020-05-09,05:15:00,60.88
2020-05-09,05:30:00,61.796
2020-05-09,05:45:00,63.716
2020-05-09,06:00:00,68.256
2020-05-09,06:15:00,61.912
2020-05-09,06:30:00,56.528
2020-05-09,06:45:00,52.708
2020-05-09,07:00:00,18.292
2020-05-09,07:15:00,25.744
2020-05-09,07:30:00,41.688
2020-05-09,07:45:00,22.992
2020-05-09,08:00:00,60.264
2020-05-09,08:15:00,38.688
2020-05-09,08:30:00,66.852
2020-05-09,08:45:00,83.776
2020-05-09,09:00:00,108.776
2020-05-09,09:15:00,102.016
2020-05-09,09:30:00,101.78
2020-05-09,09:45:00,104.752
2020-05-09,10:00:00,124.312
2020-05-09,10:15:00,150.492
2020-05-09,10:30:00,106.456
2020-05-09,10:45:00,112.112
2020-05-09,11:00:00,145.456
2020-05-09,11:15:00,152.444
2020-05-09,11:30:00,147.332
2020-05-09,11:45:00,112.928
2020-05-09,12:00:00,130.072
2020-05-09,12:15:00,116.34
2020-05-09,12:30:00,113.64
2020-05-09,12:45:00,130.26
2020-05-09,13:00:00,136.572
2020-05-09,13:15:00,128.804
2020-05-09,13:30:00,113.224
